Img_Name,Label
03-10 03.24.52_2382.jpg,Speed Limit 60
08-10 17.05.46_5624.jpg,Speed Limit 60
05-19 17.59.05_1004.jpg,Speed Limit 60
08-27 12.26.45_7038.jpg,Speed Limit 60
05-19 13.43.50_2552.jpg,Speed Limit 60
08-17 13.13.17_1520.jpg,Speed Limit 60
06-04 15.06.03_3287.jpg,Speed Limit 60
08-27 12.26.45_5852.jpg,Speed Limit 60
03-05 01.12.26_4366.jpg,Speed Limit 60
08-11 14.01.58_6213.jpg,Speed Limit 60
08-27 12.26.45_3961.jpg,Speed Limit 60
01-20 01.25.33_0000.jpg,Speed Limit 60
03-10 03.25.29_9794.jpg,Speed Limit 60
08-27 10.55.15_5115.jpg,Speed Limit 60
01-20 01.25.33_7797.jpg,Speed Limit 60
08-26 17.33.42_4902.jpg,Speed Limit 60
08-26 17.33.42_1227.jpg,Speed Limit 60
08-11 14.18.32_5780.jpg,Speed Limit 60
05-20 08.48.06_2442.jpg,Speed Limit 60
08-17 12.40.03_3464.jpg,Speed Limit 60
08-27 12.26.19_7382.jpg,Speed Limit 60
08-27 12.26.45_6463.jpg,Speed Limit 60
03-05 02.27.40_8220.jpg,Speed Limit 60
08-27 10.54.59_9794.jpg,Speed Limit 60
01-05 10.15.27_2_2738.jpg,Speed Limit 60
02-22 05.39.45_1670.jpg,Speed Limit 60
06-07 14.29.12_0000.jpg,Speed Limit 60
08-12 08.32.20_0000.jpg,Speed Limit 60
03-10 03.24.52_6387.jpg,Speed Limit 60
08-27 12.26.45_7547.jpg,Speed Limit 60
05-20 08.48.06_4701.jpg,Speed Limit 60
08-27 10.54.59_8062.jpg,Speed Limit 60
03-10 03.27.27_8485.jpg,Speed Limit 60
08-27 10.55.15_9611.jpg,Speed Limit 60
06-04 15.05.35_4791.jpg,Speed Limit 60
08-12 09.46.57_4637.jpg,Speed Limit 60
08-10 16.27.23_4627.jpg,Speed Limit 60
03-10 03.15.59_6789.jpg,Speed Limit 60
03-05 02.27.40_0000.jpg,Speed Limit 60
03-10 03.24.52_8290.jpg,Speed Limit 60
08-31 13.41.46_1006.jpg,Speed Limit 60
08-26 17.51.32_6476.jpg,Speed Limit 60
08-27 12.28.38_8893.jpg,Speed Limit 60
08-12 09.46.57_6450.jpg,Speed Limit 60
08-17 13.13.17_9875.jpg,Speed Limit 60
06-07 14.26.47_0000.jpg,Speed Limit 60
01-05 10.15.27_2_1621.jpg,Speed Limit 60
08-31 13.51.16_7347.jpg,Speed Limit 60
08-26 12.47.14_3321.jpg,Speed Limit 60
08-27 10.55.15_1773.jpg,Speed Limit 60
08-10 16.33.50_7004.jpg,Speed Limit 60
01-18 01.15.08_3701.jpg,Speed Limit 60
06-04 15.05.35_5766.jpg,Speed Limit 60
08-10 17.05.46_9423.jpg,Speed Limit 60
08-27 12.26.45_2559.jpg,Speed Limit 60
08-12 09.46.57_3050.jpg,Speed Limit 60
06-04 15.06.03_0000.jpg,Speed Limit 60
05-20 11.26.15_4715.jpg,Speed Limit 60
08-27 12.26.45_2341.jpg,Speed Limit 60
05-19 17.56.40_6430.jpg,Speed Limit 60
08-12 09.46.57_3802.jpg,Speed Limit 60
08-17 13.13.17_4911.jpg,Speed Limit 60
08-31 13.41.46_1621.jpg,Speed Limit 60
08-10 17.05.46_4250.jpg,Speed Limit 60
08-11 14.18.32_2464.jpg,Speed Limit 60
08-12 09.46.57_7849.jpg,Speed Limit 60
08-10 16.27.23_9945.jpg,Speed Limit 60
08-11 14.18.32_7877.jpg,Speed Limit 60
06-07 14.29.12_5993.jpg,Speed Limit 60
08-12 08.32.20_6968.jpg,Speed Limit 60
06-04 15.05.35_9527.jpg,Speed Limit 60
08-27 10.54.59_3963.jpg,Speed Limit 60
08-12 09.47.17_4952.jpg,Speed Limit 60
08-10 16.33.50_8302.jpg,Speed Limit 60
08-11 14.01.58_4665.jpg,Speed Limit 60
05-19 13.43.50_1931.jpg,Speed Limit 60
05-20 08.48.06_5262.jpg,Speed Limit 60
06-04 15.05.40_4327.jpg,Speed Limit 60
08-11 14.18.32_9692.jpg,Speed Limit 60
05-19 13.43.50_5962.jpg,Speed Limit 60
03-10 03.25.29_5204.jpg,Speed Limit 60
01-18 01.15.08_8700.jpg,Speed Limit 60
05-20 08.48.06_9686.jpg,Speed Limit 60
08-10 16.27.23_2201.jpg,Speed Limit 60
08-12 08.32.20_9990.jpg,Speed Limit 60
06-07 14.29.12_5984.jpg,Speed Limit 60
03-10 03.27.27_9656.jpg,Speed Limit 60
01-05 10.15.27_2_1809.jpg,Speed Limit 60
02-22 05.39.45_2627.jpg,Speed Limit 60
06-07 14.26.47_3288.jpg,Speed Limit 60
05-19 18.02.20_7578.jpg,Speed Limit 60
03-10 03.15.59_6102.jpg,Speed Limit 60
08-31 13.51.16_2388.jpg,Speed Limit 60
08-31 13.44.05_3604.jpg,Speed Limit 60
03-10 03.25.29_2706.jpg,Speed Limit 60
03-05 02.27.40_3227.jpg,Speed Limit 60
05-19 17.56.40_6411.jpg,Speed Limit 60
08-31 13.51.16_3021.jpg,Speed Limit 60
06-04 15.05.35_6482.jpg,Speed Limit 60
08-12 08.32.20_3099.jpg,Speed Limit 60
08-12 08.30.34_1908.jpg,Speed Limit 60
08-31 13.51.16_3138.jpg,Speed Limit 60
03-10 03.25.29_6451.jpg,Speed Limit 60
03-05 02.27.40_1658.jpg,Speed Limit 60
08-12 08.32.20_4763.jpg,Speed Limit 60
05-20 11.26.15_5476.jpg,Speed Limit 60
08-27 10.54.59_4472.jpg,Speed Limit 60
08-27 10.55.15_5988.jpg,Speed Limit 60
08-26 17.33.42_6364.jpg,Speed Limit 60
03-10 03.25.29_2209.jpg,Speed Limit 60
08-27 12.28.38_9326.jpg,Speed Limit 60
08-11 14.01.58_4319.jpg,Speed Limit 60
08-27 12.28.38_3134.jpg,Speed Limit 60
06-04 15.06.03_9252.jpg,Speed Limit 60
06-04 15.06.03_1719.jpg,Speed Limit 60
08-26 12.47.14_4618.jpg,Speed Limit 60
03-10 03.15.59_8255.jpg,Speed Limit 60
01-05 10.15.27_2_2263.jpg,Speed Limit 60
03-10 03.24.52_1451.jpg,Speed Limit 60
02-22 05.39.45_0000.jpg,Speed Limit 60
08-10 16.33.50_6758.jpg,Speed Limit 60
08-17 12.40.03_7697.jpg,Speed Limit 60
08-27 10.55.15_7118.jpg,Speed Limit 60
06-04 15.06.03_5754.jpg,Speed Limit 60
03-05 01.12.26_6923.jpg,Speed Limit 60
08-17 12.40.03_9091.jpg,Speed Limit 60
08-10 16.27.23_2566.jpg,Speed Limit 60
06-04 15.05.40_6295.jpg,Speed Limit 60
05-20 11.26.15_8981.jpg,Speed Limit 60
08-12 09.46.57_3447.jpg,Speed Limit 60
08-27 12.26.19_0000.jpg,Speed Limit 60
05-20 11.26.15_9483.jpg,Speed Limit 60
08-26 17.51.32_9632.jpg,Speed Limit 60
03-10 03.27.27_5565.jpg,Speed Limit 60
06-04 15.05.40_3452.jpg,Speed Limit 60
08-27 10.55.15_0000.jpg,Speed Limit 60
05-20 08.48.06_9238.jpg,Speed Limit 60
01-18 01.15.08_8901.jpg,Speed Limit 60
02-22 05.39.45_1288.jpg,Speed Limit 60
08-10 16.27.23_8604.jpg,Speed Limit 60
08-26 12.47.14_6167.jpg,Speed Limit 60
06-07 14.26.47_8684.jpg,Speed Limit 60
05-19 18.02.20_2702.jpg,Speed Limit 60
08-26 12.47.14_1556.jpg,Speed Limit 60
05-20 11.26.15_8384.jpg,Speed Limit 60
08-12 08.30.34_3458.jpg,Speed Limit 60
08-11 14.18.32_5237.jpg,Speed Limit 60
08-31 13.41.46_4527.jpg,Speed Limit 60
06-07 14.29.12_1297.jpg,Speed Limit 60
05-19 18.02.20_1003.jpg,Speed Limit 60
08-27 10.54.59_7094.jpg,Speed Limit 60
08-27 12.28.38_7104.jpg,Speed Limit 60
08-12 09.47.17_2383.jpg,Speed Limit 60
01-18 01.15.08_6796.jpg,Speed Limit 60
08-26 17.51.32_1325.jpg,Speed Limit 60
08-10 17.05.46_3536.jpg,Speed Limit 60
08-12 09.47.17_3005.jpg,Speed Limit 60
08-12 09.47.17_6390.jpg,Speed Limit 60
03-10 03.15.59_5911.jpg,Speed Limit 60
08-31 13.44.05_3313.jpg,Speed Limit 60
08-11 14.01.58_5856.jpg,Speed Limit 60
08-27 12.26.45_9281.jpg,Speed Limit 60
03-10 03.24.52_2173.jpg,Speed Limit 60
08-17 12.40.03_1766.jpg,Speed Limit 60
06-07 14.29.12_3802.jpg,Speed Limit 60
01-05 10.15.27_2_8270.jpg,Speed Limit 60
08-11 14.01.58_4783.jpg,Speed Limit 60
03-10 03.27.27_0000.jpg,Speed Limit 60
08-27 10.55.15_7011.jpg,Speed Limit 60
08-26 17.51.32_5465.jpg,Speed Limit 60
03-10 03.24.52_5845.jpg,Speed Limit 60
08-31 13.44.05_6088.jpg,Speed Limit 60
05-20 08.48.06_4278.jpg,Speed Limit 60
08-27 12.28.38_5693.jpg,Speed Limit 60
08-10 16.27.23_3525.jpg,Speed Limit 60
08-17 13.13.17_3687.jpg,Speed Limit 60
08-26 14.49.26_4320.jpg,Speed Limit 60
08-26 14.49.26_5697.jpg,Speed Limit 60
08-10 16.27.23_0000.jpg,Speed Limit 60
08-31 13.41.46_7666.jpg,Speed Limit 60
05-20 11.26.15_7201.jpg,Speed Limit 60
03-10 03.24.52_9953.jpg,Speed Limit 60
08-31 13.41.46_2949.jpg,Speed Limit 60
08-26 14.49.26_2101.jpg,Speed Limit 60
08-12 08.32.20_4911.jpg,Speed Limit 60
06-04 15.06.03_7799.jpg,Speed Limit 60
08-27 10.54.59_9973.jpg,Speed Limit 60
05-20 08.48.06_5708.jpg,Speed Limit 60
05-19 17.59.05_7402.jpg,Speed Limit 60
08-31 13.44.05_5922.jpg,Speed Limit 60
08-27 12.28.38_9691.jpg,Speed Limit 60
08-17 13.13.17_2522.jpg,Speed Limit 60
08-27 12.26.45_8681.jpg,Speed Limit 60
08-10 16.27.23_2121.jpg,Speed Limit 60
08-27 10.55.15_3545.jpg,Speed Limit 60
06-04 15.05.35_6718.jpg,Speed Limit 60
06-04 15.06.03_3158.jpg,Speed Limit 60
05-20 11.26.15_3032.jpg,Speed Limit 60
05-20 08.48.06_4299.jpg,Speed Limit 60
08-27 12.26.19_1336.jpg,Speed Limit 60
03-10 03.15.59_9259.jpg,Speed Limit 60
06-07 14.26.47_8589.jpg,Speed Limit 60
08-26 12.47.14_2620.jpg,Speed Limit 60
08-31 13.41.46_3911.jpg,Speed Limit 60
06-04 15.05.35_4939.jpg,Speed Limit 60
08-26 17.33.42_6031.jpg,Speed Limit 60
01-18 01.15.08_2957.jpg,Speed Limit 60
05-19 17.59.05_2532.jpg,Speed Limit 60
08-11 14.01.58_4074.jpg,Speed Limit 60
08-12 09.47.17_4016.jpg,Speed Limit 60
08-17 12.40.03_8357.jpg,Speed Limit 60
03-10 03.27.27_7943.jpg,Speed Limit 60
08-26 17.33.42_8491.jpg,Speed Limit 60
08-26 12.47.14_2066.jpg,Speed Limit 60
08-31 13.41.46_3560.jpg,Speed Limit 60
08-26 17.51.32_3083.jpg,Speed Limit 60
05-20 11.26.15_9390.jpg,Speed Limit 60
03-10 03.15.59_7081.jpg,Speed Limit 60
03-05 01.12.26_6182.jpg,Speed Limit 60
08-31 13.41.46_9567.jpg,Speed Limit 60
02-22 05.39.45_8792.jpg,Speed Limit 60
05-20 11.26.15_7837.jpg,Speed Limit 60
08-10 16.33.50_3519.jpg,Speed Limit 60
01-18 01.15.08_9104.jpg,Speed Limit 60
05-20 08.48.06_1754.jpg,Speed Limit 60
08-12 08.32.20_4990.jpg,Speed Limit 60
02-22 05.39.45_1737.jpg,Speed Limit 60
03-05 02.27.40_3109.jpg,Speed Limit 60
03-05 02.27.40_7078.jpg,Speed Limit 60
08-11 14.01.58_3516.jpg,Speed Limit 60
02-22 05.39.45_2213.jpg,Speed Limit 60
06-04 15.05.40_1220.jpg,Speed Limit 60
08-26 17.33.42_5782.jpg,Speed Limit 60
06-04 15.05.35_1609.jpg,Speed Limit 60
05-19 17.59.05_2830.jpg,Speed Limit 60
01-18 01.15.08_2165.jpg,Speed Limit 60
08-26 12.47.14_7353.jpg,Speed Limit 60
08-11 14.01.58_9016.jpg,Speed Limit 60
08-27 10.55.15_8864.jpg,Speed Limit 60
02-22 05.39.45_5090.jpg,Speed Limit 60
08-11 14.18.32_1521.jpg,Speed Limit 60
08-27 10.55.15_1371.jpg,Speed Limit 60
08-12 08.32.20_2084.jpg,Speed Limit 60
03-10 03.24.52_6745.jpg,Speed Limit 60
03-10 03.15.59_6624.jpg,Speed Limit 60
03-10 03.24.52_5324.jpg,Speed Limit 60
03-05 01.12.26_1509.jpg,Speed Limit 60
06-07 14.26.47_1456.jpg,Speed Limit 60
01-18 01.15.08_2087.jpg,Speed Limit 60
03-05 02.27.40_4767.jpg,Speed Limit 60
08-12 08.32.20_4224.jpg,Speed Limit 60
03-10 03.15.59_6231.jpg,Speed Limit 60
08-31 13.41.46_2985.jpg,Speed Limit 60
06-04 15.05.35_4016.jpg,Speed Limit 60
03-10 03.15.59_3361.jpg,Speed Limit 60
08-31 13.44.05_8137.jpg,Speed Limit 60
08-17 12.40.03_4955.jpg,Speed Limit 60
05-19 17.56.40_6871.jpg,Speed Limit 60
03-10 03.27.27_1777.jpg,Speed Limit 60
08-10 16.27.23_8857.jpg,Speed Limit 60
08-31 13.41.46_4535.jpg,Speed Limit 60
06-04 15.05.35_1161.jpg,Speed Limit 60
08-11 14.01.58_4075.jpg,Speed Limit 60
08-27 12.26.19_9516.jpg,Speed Limit 60
06-04 15.05.40_3583.jpg,Speed Limit 60
08-11 14.01.58_4509.jpg,Speed Limit 60
08-12 08.32.20_5220.jpg,Speed Limit 60
01-20 01.25.33_2549.jpg,Speed Limit 60
03-10 03.15.59_1290.jpg,Speed Limit 60
05-19 17.56.40_5087.jpg,Speed Limit 60
05-19 18.02.20_6790.jpg,Speed Limit 60
08-26 12.47.14_9956.jpg,Speed Limit 60
03-05 02.27.40_5537.jpg,Speed Limit 60
08-12 09.46.57_0000.jpg,Speed Limit 60
01-05 10.15.27_2_7751.jpg,Speed Limit 60
05-19 18.02.20_1715.jpg,Speed Limit 60
08-11 14.18.32_7068.jpg,Speed Limit 60
05-19 18.02.20_5539.jpg,Speed Limit 60
08-26 14.49.26_8072.jpg,Speed Limit 60
05-19 17.56.40_1260.jpg,Speed Limit 60
08-27 10.54.59_8907.jpg,Speed Limit 60
08-17 12.40.03_2777.jpg,Speed Limit 60
08-10 16.27.23_7855.jpg,Speed Limit 60
08-31 13.51.16_6975.jpg,Speed Limit 60
08-31 13.51.16_6674.jpg,Speed Limit 60
01-20 01.25.33_4822.jpg,Speed Limit 60
05-19 18.02.20_6605.jpg,Speed Limit 60
03-10 03.25.29_6668.jpg,Speed Limit 60
06-07 14.26.47_7690.jpg,Speed Limit 60
02-22 05.39.45_3702.jpg,Speed Limit 60
06-07 14.29.12_6648.jpg,Speed Limit 60
03-05 01.12.26_8299.jpg,Speed Limit 60
03-10 03.15.59_7078.jpg,Speed Limit 60
05-19 13.43.50_2413.jpg,Speed Limit 60
05-19 17.59.05_3127.jpg,Speed Limit 60
08-17 12.40.03_5038.jpg,Speed Limit 60
08-26 14.49.26_8626.jpg,Speed Limit 60
08-27 10.54.59_3847.jpg,Speed Limit 60
03-10 03.24.52_6187.jpg,Speed Limit 60
05-20 11.26.15_9988.jpg,Speed Limit 60
08-26 12.47.14_9619.jpg,Speed Limit 60
08-26 17.33.42_8913.jpg,Speed Limit 60
08-31 13.44.05_8320.jpg,Speed Limit 60
08-12 09.46.57_7792.jpg,Speed Limit 60
08-26 12.47.14_3944.jpg,Speed Limit 60
05-19 17.56.40_1978.jpg,Speed Limit 60
08-11 14.01.58_7986.jpg,Speed Limit 60
03-10 03.25.29_1556.jpg,Speed Limit 60
08-12 08.30.34_2676.jpg,Speed Limit 60
08-17 13.13.17_6697.jpg,Speed Limit 60
08-12 09.46.57_6216.jpg,Speed Limit 60
06-07 14.26.47_4880.jpg,Speed Limit 60
08-10 16.27.23_7392.jpg,Speed Limit 60
08-11 14.18.32_1244.jpg,Speed Limit 60
01-05 10.15.27_2_7906.jpg,Speed Limit 60
08-27 10.54.59_1364.jpg,Speed Limit 60
02-22 05.39.45_4401.jpg,Speed Limit 60
01-18 01.15.08_3224.jpg,Speed Limit 60
03-10 03.25.29_2050.jpg,Speed Limit 60
08-12 08.32.20_5565.jpg,Speed Limit 60
08-31 13.51.16_2049.jpg,Speed Limit 60
06-04 15.05.40_0000.jpg,Speed Limit 60
05-19 13.43.50_6609.jpg,Speed Limit 60
08-12 09.47.17_3601.jpg,Speed Limit 60
08-26 14.49.26_2505.jpg,Speed Limit 60
08-17 13.13.17_3056.jpg,Speed Limit 60
08-10 16.33.50_1410.jpg,Speed Limit 60
08-27 12.26.45_2345.jpg,Speed Limit 60
05-19 13.43.50_5633.jpg,Speed Limit 60
03-05 02.27.40_9880.jpg,Speed Limit 60
08-17 12.40.03_1539.jpg,Speed Limit 60
08-11 14.18.32_3336.jpg,Speed Limit 60
03-10 03.24.52_6099.jpg,Speed Limit 60
08-27 12.26.19_8033.jpg,Speed Limit 60
08-31 13.51.16_4083.jpg,Speed Limit 60
06-07 14.26.47_5274.jpg,Speed Limit 60
05-20 08.48.06_4728.jpg,Speed Limit 60
08-12 08.30.34_9287.jpg,Speed Limit 60
08-27 10.54.59_3350.jpg,Speed Limit 60
08-10 17.05.46_5496.jpg,Speed Limit 60
08-12 08.30.34_7499.jpg,Speed Limit 60
05-19 17.59.05_8073.jpg,Speed Limit 60
01-05 10.15.27_2_4016.jpg,Speed Limit 60
08-10 17.05.46_1021.jpg,Speed Limit 60
08-27 12.28.38_0000.jpg,Speed Limit 60
08-11 14.01.58_6923.jpg,Speed Limit 60
05-20 08.48.06_7096.jpg,Speed Limit 60
08-26 17.51.32_2512.jpg,Speed Limit 60
03-05 01.12.26_2566.jpg,Speed Limit 60
08-26 14.49.26_3502.jpg,Speed Limit 60
01-20 01.25.33_6172.jpg,Speed Limit 60
08-12 09.46.57_3083.jpg,Speed Limit 60
08-31 13.44.05_7539.jpg,Speed Limit 60
03-10 03.27.27_7202.jpg,Speed Limit 60
08-26 17.51.32_6822.jpg,Speed Limit 60
08-10 16.33.50_1577.jpg,Speed Limit 60
01-05 10.15.27_2_2166.jpg,Speed Limit 60
01-18 01.15.08_4132.jpg,Speed Limit 60
06-04 15.05.40_5060.jpg,Speed Limit 60
08-11 14.18.32_3458.jpg,Speed Limit 60
03-05 01.12.26_1827.jpg,Speed Limit 60
03-05 01.12.26_8097.jpg,Speed Limit 60
08-27 10.55.15_4569.jpg,Speed Limit 60
03-05 01.12.26_5640.jpg,Speed Limit 60
05-19 17.59.05_1736.jpg,Speed Limit 60
05-19 13.43.50_2078.jpg,Speed Limit 60
08-26 17.33.42_5599.jpg,Speed Limit 60
05-20 08.48.06_9706.jpg,Speed Limit 60
03-10 03.25.29_3911.jpg,Speed Limit 60
03-10 03.27.27_5996.jpg,Speed Limit 60
08-27 12.28.38_2811.jpg,Speed Limit 60
03-10 03.27.27_2668.jpg,Speed Limit 60
06-07 14.29.12_1206.jpg,Speed Limit 60
02-22 05.39.45_8405.jpg,Speed Limit 60
05-19 17.59.05_6485.jpg,Speed Limit 60
08-26 17.33.42_2376.jpg,Speed Limit 60
05-20 11.26.15_3230.jpg,Speed Limit 60
06-04 15.05.35_5482.jpg,Speed Limit 60
05-20 08.48.06_6764.jpg,Speed Limit 60
05-19 13.43.50_3382.jpg,Speed Limit 60
06-04 15.06.03_2530.jpg,Speed Limit 60
08-10 16.27.23_4064.jpg,Speed Limit 60
08-31 13.51.16_8157.jpg,Speed Limit 60
08-27 12.28.38_8972.jpg,Speed Limit 60
08-26 12.47.14_9958.jpg,Speed Limit 60
06-07 14.29.12_1403.jpg,Speed Limit 60
08-27 12.26.45_4076.jpg,Speed Limit 60
05-20 08.48.06_7739.jpg,Speed Limit 60
08-11 14.01.58_3188.jpg,Speed Limit 60
08-31 13.44.05_4865.jpg,Speed Limit 60
08-26 14.49.26_4914.jpg,Speed Limit 60
08-17 13.13.17_4415.jpg,Speed Limit 60
03-05 02.27.40_7288.jpg,Speed Limit 60
08-10 16.33.50_7095.jpg,Speed Limit 60
08-11 14.18.32_1801.jpg,Speed Limit 60
08-10 16.33.50_7390.jpg,Speed Limit 60
06-04 15.06.03_4700.jpg,Speed Limit 60
01-18 01.15.08_5609.jpg,Speed Limit 60
03-10 03.15.59_0000.jpg,Speed Limit 60
08-12 09.47.17_6815.jpg,Speed Limit 60
06-07 14.29.12_9013.jpg,Speed Limit 60
01-20 01.25.33_5739.jpg,Speed Limit 60
08-11 14.18.32_8396.jpg,Speed Limit 60
02-22 05.39.45_4623.jpg,Speed Limit 60
08-26 12.47.14_0000.jpg,Speed Limit 60
08-12 09.47.17_0000.jpg,Speed Limit 60
03-10 03.15.59_7676.jpg,Speed Limit 60
05-19 17.56.40_4326.jpg,Speed Limit 60
08-12 09.46.57_5719.jpg,Speed Limit 60
08-31 13.41.46_7450.jpg,Speed Limit 60
08-12 09.46.57_5331.jpg,Speed Limit 60
08-31 13.44.05_4535.jpg,Speed Limit 60
08-26 12.47.14_9273.jpg,Speed Limit 60
05-19 17.56.40_2069.jpg,Speed Limit 60
03-10 03.24.52_0000.jpg,Speed Limit 60
03-05 01.12.26_9725.jpg,Speed Limit 60
01-20 01.25.33_7379.jpg,Speed Limit 60
06-04 15.05.35_2508.jpg,Speed Limit 60
05-20 08.48.06_1094.jpg,Speed Limit 60
08-26 17.51.32_9181.jpg,Speed Limit 60
03-05 01.12.26_9929.jpg,Speed Limit 60
05-19 18.02.20_9962.jpg,Speed Limit 60
08-26 17.33.42_4430.jpg,Speed Limit 60
03-10 03.24.52_8616.jpg,Speed Limit 60
03-10 03.24.52_2110.jpg,Speed Limit 60
03-10 03.24.52_6045.jpg,Speed Limit 60
05-20 08.48.06_2808.jpg,Speed Limit 60
03-10 03.25.29_8017.jpg,Speed Limit 60
05-19 17.59.05_0000.jpg,Speed Limit 60
05-19 13.43.50_5711.jpg,Speed Limit 60
05-19 18.02.20_5494.jpg,Speed Limit 60
05-19 13.43.50_4675.jpg,Speed Limit 60
08-11 14.01.58_8859.jpg,Speed Limit 60
